CpG_ID,CD4Tnv,Baso,CD4Tmem,Bmem,Bnv,Treg,CD8Tmem,CD8Tnv,Eos,NK,Neu,Mono
cg16375820,0.1852545877905975,0.9251806259879161,0.6146546539161087,0.9586736357976764,0.9385298857507745,0.6517820176019989,0.965479812178198,0.4991551344109534,0.9319457070528103,0.9287701406970827,0.9413487620024671,0.9170704300600188
cg11523325,0.5851802125571475,0.9448930908927283,0.966829561880454,0.9384060223714308,0.9591652781276588,0.964056513275778,0.9764765867956926,0.8329158807821313,0.9679229213556068,0.9601315040800986,0.9461669156993233,0.9606411208930803
cg24160371,0.47913073697412395,0.9707164433580533,0.8224414130848492,0.9804285205816428,0.9766241207306633,0.958199502978306,0.935305798476466,0.9470980299343936,0.9759063693620115,0.956667129384213,0.9617711103787836,0.9668586488572991
cg05931551,0.2986045450868171,0.9570406835965,0.6212285162851772,0.8587240221222083,0.9616363999220532,0.6784291042640231,0.8024359069290559,0.7727943960434165,0.9472264737216433,0.9496787067032115,0.9440888348031049,0.946386335520687
cg03888645,0.701406027747411,0.9318977595468909,0.9651395587184645,0.9687113940892492,0.9668213079585368,0.9634422059140479,0.9652461227319784,0.9500671208840148,0.986859000298342,0.9669018827162622,0.9676217292131506,0.9693420505319671
cg11840035,0.4170723900596681,0.9535123529198439,0.8845320257805243,0.9511943304957103,0.9450910231501701,0.9024200253391479,0.8936430639744458,0.6743011910183379,0.9593526868777457,0.9245199164915718,0.9538202558163285,0.9562606979048007
cg21747310,0.043136567900203704,0.8133113884425269,0.2556811167216467,0.948162759466814,0.9108247261990764,0.28792577444604295,0.4136580895728313,0.28304334697206696,0.9027645162843745,0.7737157551117788,0.8453429159463998,0.8955252616714479
cg07728865,0.0652962745768928,0.9433421042243091,0.3253046438264159,0.8921872420337976,0.9687935103266547,0.4327178589187738,0.7631550199093025,0.2550528107666711,0.9380089296593286,0.8178050396447571,0.9166689334612363,0.9507386253476129
cg19084822,0.19372972346007322,0.8389686178629419,0.6824942775830651,0.7923019213481742,0.8944931287123463,0.6615841738771298,0.7493994625927389,0.38462048863829057,0.6724869286583215,0.7579144273275542,0.77204701688242,0.8748172803431007
cg17894779,0.059962000012367844,0.9135091321356299,0.38798574984448786,0.3011727300023812,0.5553946864414634,0.3168731428114192,0.5451850886292045,0.4679206428547089,0.9110129277836054,0.6729596893225362,0.9063205839738417,0.9010403972922845
cg24503957,0.4929409175185946,0.791489407808393,0.749998893627528,0.8540436708649837,0.9229005358206626,0.8502264418040981,0.7709303766542916,0.8458744065828758,0.8474912393829206,0.8357535850253226,0.890481340305234,0.9219196956634246
cg14138047,0.2884032682337178,0.8121694962965216,0.5339230462375391,0.6372788121760675,0.7453208726387492,0.5713212121246273,0.6197149029915201,0.5705457581335589,0.7508023835945622,0.7439592045377921,0.7435336704570129,0.7203724188780702
cg00694660,0.724376470064141,0.9617976565531542,0.9583625629981223,0.961063294113929,0.9511122070654012,0.9468027237462368,0.9503534215182892,0.9450510321719425,0.9695847357656262,0.9595275275351647,0.9555132847519567,0.9614216949864349
cg13484324,0.14443502733162972,0.978211789804015,0.8296506661690369,0.9608564703337541,0.9719948962436273,0.7382854253743076,0.9697239774407779,0.35457461152316005,0.9832195542146643,0.9611895372925738,0.9117632817776762,0.9561250284733981
cg01364581,0.2956119551940812,0.8080388568590531,0.6078591696029733,0.6966958197822125,0.9090481539391206,0.8183791264190827,0.6656695468832086,0.6475089517419887,0.9045065618898627,0.8809438194882628,0.8756576784966241,0.8983674573617192
cg02725065,0.7425053591614049,0.9264179403195749,0.9054717815669331,0.9653834284567575,0.9647219200198351,0.9246220915162681,0.9481648459999334,0.9548063543012686,0.9148604518860728,0.9329093183456487,0.9359570525473699,0.9544015928312841
cg07133479,0.17648004004018086,0.7808584562580034,0.4880369007255152,0.8891828638891152,0.9517972756333795,0.4618553302009766,0.6900277955090451,0.6495560545916153,0.4704281133132275,0.8572376735910305,0.8653707374163153,0.9153582852831362
cg02280893,0.7827352592884287,0.9811677650225621,0.9654476893754502,0.9627972833684054,0.9753497765646773,0.9564166782125851,0.9736653390230519,0.9659509856043529,0.9721344586970817,0.9663488488494716,0.9636355490641257,0.9438879853100999
cg03069943,0.7037913624951593,0.9752619557753764,0.9562384860744384,0.9800789364348583,0.9781958441149723,0.937938411609244,0.964531047163119,0.9094362961677455,0.9618479314201747,0.962116387860595,0.9263125016032359,0.9604022488873599
cg07643762,0.06860092785682437,0.8333703599135626,0.27453633396526966,0.968809702819521,0.9475927124165353,0.3146066499131515,0.43391801325470936,0.39736551866122855,0.8475075613553822,0.6652407375244497,0.8835640842391295,0.910477920650448
cg21200667,0.3103802185758941,0.9036247812259839,0.5920623610307428,0.9412150664977765,0.9535175525623056,0.729072305197824,0.8421250014681527,0.48979564598475683,0.9078987968980761,0.9387080383614673,0.9161455930624887,0.9076030071250027
cg06828418,0.5961242762832504,0.9526998400275463,0.9414732295216147,0.9607800141636011,0.9492915975387304,0.9388356733375679,0.9538834530543279,0.8364683881086119,0.9640571023972344,0.9464914831534117,0.9282291291691245,0.9463826107713734
cg17824906,0.30350261689768215,0.9239852201473184,0.5060460338951398,0.8302883946033821,0.9334261503886956,0.5167704062066728,0.7557519527097916,0.4538264751496174,0.9119815362292272,0.9169523606818655,0.9106396602839428,0.928233305156382
cg00378228,0.7111489611377358,0.944988681405805,0.9257277386378435,0.9286305369574591,0.9428993250401261,0.9064895632383299,0.8946663948273238,0.9010658052207122,0.9601948980162412,0.8912158295835653,0.9367637899220479,0.9325815820662207
cg24463664,0.5046753978939476,0.7618862363938466,0.8746179446794973,0.9594407250293908,0.9047044342424795,0.8690394535664426,0.948446608127304,0.8928561710017522,0.8067347098403255,0.8911575660547223,0.8757195219845084,0.9022579274561192
cg18984002,0.6742435424354244,0.9206681031343642,0.8318148951554591,0.9380489105495011,0.9619876301433874,0.9060378706680957,0.9040141281745451,0.8625797245013778,0.9313150306338039,0.925073059636818,0.9255354900568822,0.9342208300704777
cg10091155,0.5148910177937518,0.8227138425057176,0.8457114529677979,0.7554342645049229,0.8739142124469823,0.8370798595066264,0.875850309889777,0.8740676620341215,0.8061776418301276,0.930915377534695,0.8862584640222408,0.911642774827366
cg09177577,0.22633390705679862,0.7018208112165654,0.4663488502523836,0.7951170316818921,0.8287675942737512,0.7132632035570979,0.7823744203447103,0.421501156354107,0.7852752178820354,0.8114495340051404,0.7956017777917554,0.8390822537849227
cg11840104,0.7290951183281453,0.9684428501072778,0.8862131526182373,0.9469272353917171,0.9783290921066286,0.9116110711651941,0.9450666321003148,0.9209959805509561,0.94674173525694,0.9598316559358818,0.9390761462323998,0.9519759073665522
cg15958839,0.7158535223761036,0.925860246919008,0.9140487205746667,0.9424409253724407,0.9619016024421736,0.9165012261892391,0.9251941294943006,0.9358619563067045,0.9201855848545968,0.9410065334425781,0.9461106316156626,0.9543443611637112
cg16192197,0.043693877678408044,0.789736309401549,0.44053330514541733,0.8732185768877274,0.9360692479586528,0.57538198880663,0.5613817795752278,0.17815622030769723,0.7318369324528842,0.7879863827541891,0.6583901023523189,0.5437448415697823
cg13104185,0.13534397670784326,0.8125215032999888,0.4898567212532299,0.8805759531960682,0.9060321089952403,0.4256325340027085,0.5808517964958195,0.33027777423494453,0.563849120573968,0.44695871067036164,0.6179583651607049,0.6026930735931434
cg15009294,0.10933716719496356,0.9819219206643566,0.5084145584902151,0.9647165709634271,0.9682398123599413,0.8218354494779037,0.8664409830594366,0.29331311852566455,0.9756622631864336,0.9656666932436878,0.9652218211394157,0.968222855416637
cg00629382,0.6639070760582433,0.9712190445591276,0.9074471725453404,0.9732338071469895,0.9566936585997085,0.9533220328531598,0.8587347692331481,0.933013746941544,0.9795652484447748,0.9408580460011808,0.9648062006652536,0.9612254024270545
cg00705661,0.734621689241653,0.9609251687468581,0.8930825242718446,0.9630643451159362,0.9626726556577512,0.9182788134599601,0.9447776874694545,0.9414413448694693,0.9570774537223707,0.9486777918275866,0.9448774132985213,0.9486918456683294
cg00208274,0.39716941650030835,0.9571684073093173,0.6347849164504077,0.9557912053650444,0.9830775343020806,0.5525767719653082,0.8849687906684394,0.7712285625747327,0.9562518756898101,0.9625535341498018,0.9541076144519439,0.9725662307643466
cg24211304,0.6011224174330354,0.9608778180187596,0.758423013582754,0.9229432973321333,0.9737797034821472,0.7508750248853514,0.874352365385003,0.8290518691161356,0.9673789940973779,0.9503230856548812,0.9447963277036063,0.9500201604562861
cg20558320,0.161930862060676,0.8500410471201696,0.4681548139087891,0.8864525529666429,0.9319221592151634,0.8406015037593985,0.7007804883518574,0.27317236877193346,0.9134226400351599,0.672571467530926,0.885063507264999,0.9112809436783519
cg04073934,0.5107269359379814,0.9440377120037913,0.62586299435289,0.9379081224884123,0.9439558626390578,0.8528129040988146,0.8346838280575621,0.696982492411914,0.9596568567706939,0.9459019801728943,0.9160841856777873,0.938608573484552
cg05158109,0.18687622518023395,0.5271762242358968,0.377986068250725,0.8727511045719936,0.9136730344987956,0.5045923618457328,0.6592931478458128,0.3791911678794253,0.6404330811265664,0.8671676286541574,0.8752713053671376,0.9167392866949173
cg21081729,0.9820416253778348,0.0459859083592003,0.9826935712219073,0.9474207733162137,0.9679081394867859,0.9617761102483806,0.9620990629589927,0.9812707735460459,0.8974332365165343,0.9491760984534452,0.9559723912501433,0.9653703000059858
cg12087639,0.9753890012787961,0.05994007376191668,0.9850105906706671,0.9822896545554327,0.9839555832588149,0.9821425158329634,0.9753440378691869,0.9690737465215814,0.940363381711807,0.9570522786116891,0.9683045109002706,0.9696150322954009
cg24791846,0.9733682405820695,0.07804700929379221,0.9769586270435552,0.975198255929064,0.9741496001036485,0.9738433062529571,0.9729161511267277,0.9665112225585966,0.9473264292569183,0.95978981182514,0.9513288423733,0.9547889820806719
cg02329886,0.9461768246745093,0.06939207301240496,0.9634844423060455,0.9696020894069349,0.9778608878281003,0.9527773890984755,0.9540069386191751,0.9661866900132379,0.932657793297092,0.955454728002711,0.9451477544901086,0.9555727193979243
cg11294011,0.9233787214401108,0.17884933714777662,0.9316644113667117,0.9469495162158843,0.9324483881989836,0.8961230876216968,0.9226025244327609,0.9307252907143386,0.9080186480463475,0.9085246760733141,0.9254204833617968,0.9257920732441874
cg23639055,0.9449969901419838,0.07267600364915672,0.9457356759627294,0.9565226985569114,0.9572352650220997,0.9452050748241235,0.9356405395139644,0.9390536747337144,0.8673595943760418,0.9374930153235306,0.9310166154260164,0.9373047871847295
cg25422758,0.9650711107322585,0.28116212358401216,0.9575282284329898,0.9617005565988879,0.9759509075260124,0.9523519140105767,0.948056749035,0.9585257798549582,0.9587334924738522,0.9541330321472685,0.9668960471010868,0.9625390919555126
cg09622285,0.9674457502496712,0.193149975419826,0.9457915925457606,0.9582065245276306,0.9735947812425053,0.9440339675236463,0.945671381587014,0.9649429162647584,0.9233272882127581,0.9467868830765509,0.9621917442665964,0.9517957333583033
cg26673070,0.9786515905016766,0.06145150153203216,0.9725893717698014,0.9632604614655517,0.9833387634608213,0.9711480802709339,0.978516165126089,0.9805924696281448,0.8483732526459389,0.9699552861620617,0.9647410257618029,0.971206960274963
cg04988216,0.9896337374998136,0.145060103194308,0.982120936778092,0.9850586093161993,0.9819247439218408,0.989486801163089,0.9779042073699789,0.9827070982208879,0.9604050910940598,0.9670640192750559,0.973805506755117,0.9696017000972319
cg09940675,0.8778884973633396,0.06958444692487886,0.9025346953536831,0.8423971730475198,0.9470460823405497,0.8607356717800798,0.8881833603035015,0.898542524875483,0.8933166518289333,0.8385966931361469,0.9107487986945357,0.9321040691577986
cg15192986,0.9529521739884523,0.10277124381089153,0.967543508044509,0.9617713367714529,0.9613058132007928,0.9683000263594285,0.9586416855301205,0.9501667117294051,0.9075775246287352,0.947451166089675,0.9418390183924841,0.9435435598039977
cg23033014,0.9598516236438488,0.19951703593496967,0.9585198752076001,0.9769445061527949,0.9691085142885899,0.9061434692104681,0.9557576106129073,0.9467887048382463,0.9666704446683172,0.9644509750340142,0.9647196432626329,0.9718788270831369
cg14030593,0.9747775987218593,0.19246172402421174,0.9825294367993956,0.9836594448427061,0.9867909292530583,0.9817155529704372,0.9791892437614979,0.9779076620087366,0.939539486957085,0.9733867915137431,0.9745812677134051,0.976637741255563
cg26676468,0.9737876802096985,0.17876061245776542,0.976915974145891,0.9739527523539386,0.9664330035977313,0.9864135492276196,0.9787317789129535,0.9668226481813208,0.941199996262294,0.9478787710960839,0.9572550940667703,0.96563210919727
cg19699264,0.9693331596021819,0.103947653524191,0.9327542260604209,0.9549030652888513,0.9779517859911883,0.8950475651996515,0.9325172811057287,0.9618294124069303,0.9505800171355718,0.96052415826578,0.9592301841483188,0.9691432509638273
cg17170133,0.9580118196042533,0.231980665720902,0.9658859856375002,0.9647651969985725,0.9690414762435045,0.9292318100698758,0.9674256325105623,0.9593617303494189,0.9614190080239853,0.9612593978508088,0.9553240321164387,0.9495118534183685
cg12037509,0.9869763578808868,0.05790760472249662,0.9841097525976047,0.9877557353073337,0.9915819229170814,0.9829513055326994,0.9804084363669069,0.9867801692216069,0.8834086349293511,0.9787520039300265,0.9724352732401157,0.9750661894245538
cg03380342,0.9558111681837991,0.03938750001378552,0.9650638387652313,0.9793562580412521,0.9658921639282555,0.9560327997485779,0.9593812573001468,0.9515341085105802,0.868247084116317,0.9538744080318533,0.9414000607147386,0.9587766696964044
cg24736010,0.9456310157629089,0.08562109624073189,0.8742622325052011,0.9460785411025951,0.9548660762316843,0.8909014409391316,0.8841211510731714,0.9421965508429133,0.8321391088735769,0.9334488067162026,0.9429351711735745,0.9615557858464487
cg17436460,0.9615867206485565,0.29199568244733887,0.9723597160245697,0.9567370383831784,0.9666940010415144,0.9673836976295224,0.9742550148659315,0.9656371171654241,0.9302766602367338,0.9572209249838728,0.9603571154529704,0.9679036705002392
cg18469148,0.9600344391341983,0.27158750740121695,0.9530327183036074,0.9662472828367017,0.9592553397201886,0.925207837898024,0.9316368061826887,0.9506552036451603,0.9430133880847797,0.9422367744402372,0.9403361688510337,0.9469157340490413
cg24496563,0.978664080804505,0.2170065753459472,0.9514122077754931,0.9478316375515696,0.9841682263131839,0.9747655356630662,0.9459657252749532,0.9767832129183676,0.8710743217259609,0.9621823783342429,0.9392062439684088,0.9649312724915762
cg21039188,0.9570815650493877,0.22343052874899677,0.9656877101185095,0.9715170382866452,0.9708539681624527,0.9635276748751975,0.9597590813442372,0.9548531177338877,0.9633350103813385,0.935536242936982,0.9563414868902881,0.9627414957566482
cg05506809,0.9624537886076678,0.12395835599878774,0.9232880572326072,0.9652072243314123,0.9504146795670507,0.935752894923946,0.9180450206718782,0.9496250702149804,0.8817453453536203,0.8941244587090321,0.925603792019212,0.9413369969786385
cg00712106,0.9624262931008067,0.21235575120912142,0.9687859258912976,0.9775122207059811,0.9750622088883648,0.9580681293707476,0.9687911407044971,0.9743356245310975,0.9695714198814316,0.9626478873609634,0.9621214746905979,0.9645601863869739
cg12646067,0.948372504671059,0.12049020167959507,0.9372440509131157,0.9592183407043776,0.9547585815139246,0.9430199430199431,0.944168357299101,0.9532469057407355,0.8502467254494652,0.9352568581166001,0.937828836486915,0.9523445853062471
cg03184452,0.9450715201314015,0.11293920149097653,0.8224200385032665,0.9693675568349899,0.987702103266116,0.8615253611569164,0.9096246278416164,0.9524167435362063,0.9450488437513143,0.9338346698182829,0.9654603050459486,0.9698903383431084
cg07862744,0.982444469821366,0.18998258208869567,0.9742999305877366,0.9775801928532409,0.9589519748094089,0.9788095129110493,0.9843486437470569,0.975523073274047,0.9882095997872631,0.9755802873458916,0.970384285776863,0.972795293212636
cg14633252,0.9763548656108202,0.0776895096005436,0.940935973662817,0.9642189301800792,0.9859528080466954,0.9223228792448445,0.8807633183989482,0.8260245147994931,0.7666493987794702,0.9443212691901453,0.9266669908571906,0.8490566618346009
cg17282428,0.9604973184006619,0.20106912458622497,0.9210474726123229,0.9286070133869463,0.9394838022952794,0.8545376631989299,0.892639602128263,0.9661563118431965,0.9440234364863811,0.916601048438326,0.9475319440464203,0.95592552260068
cg02587120,0.9362508824821877,0.14998695569183795,0.9410825865185507,0.9405172840783245,0.9451457183092201,0.9228121462456462,0.9255863646476192,0.9336116147862581,0.8807240262294591,0.9178036398369767,0.9209656954590079,0.9406224768049272
cg00551398,0.9381457622668127,0.2979545695449872,0.9428359921764408,0.9578116432534414,0.9555330917985398,0.9376072106894817,0.9446859000438754,0.9467107655049993,0.8975897357794371,0.9516360918835378,0.9398560263889689,0.9521270069024629
cg26009797,0.9300094294949848,0.037500790369058845,0.8345121464555358,0.9239626544955788,0.9421754973330829,0.7017934392256437,0.9066236659484408,0.9279500552529811,0.7604931098874766,0.9263208825814204,0.9076415445777464,0.9197776009667628
cg00086283,0.9031119892738692,0.2572929627118083,0.8978027593254982,0.9097395835261948,0.899453784810989,0.9126232084186467,0.9167154452808984,0.9068839366995474,0.852452295120978,0.9062899954756078,0.8995993534346352,0.9141747797867409
cg09275783,0.9695816666560401,0.05505206139353891,0.9140007034294174,0.9393932122856472,0.9754083928099503,0.8877236325430828,0.8926771794664528,0.9679272624614044,0.7783213430676681,0.9325786431025851,0.9518964579689875,0.9627104724632096
cg15106420,0.971850506448234,0.4059784586579746,0.9889166672986627,0.9831520419823482,0.9797311941951903,0.9859046363276758,0.9766586849259173,0.9824332137733314,0.969402080483946,0.9765338813927854,0.9681958118848606,0.960101584499322
cg22197708,0.9688137189655518,0.06968682210824367,0.9407469045547575,0.9469114262853526,0.9667395758015374,0.947990038377317,0.941454685898933,0.9578484973511685,0.8164241138244188,0.9440528303411199,0.9517533839575081,0.9592404921014129
cg15003763,0.9731283831664272,0.19266229996678746,0.9360895780688221,0.9353700180556986,0.9750336508737705,0.8371880659266686,0.9093562018687731,0.9594444897296002,0.8977790817038505,0.9598317225987832,0.9354350410432273,0.9550770290816006
cg01782059,0.9528714676390155,0.16427616125515582,0.9705018216006581,0.9542496221413383,0.9633378232723031,0.9452843317097855,0.947961228094756,0.9431217148123823,0.806228377328964,0.9465690995387759,0.9350467235004025,0.9496898022489337
cg13894852,0.8157755426151403,0.12206907550715301,0.8286434271314573,0.8231228480394677,0.7888316566667759,0.7592225307417692,0.8213631349748329,0.8076757112557595,0.747172260553715,0.7971973232766483,0.7495570763495449,0.7757671125098348
cg09131332,0.9300861960285307,0.08797101161903476,0.8571962535091325,0.929515003589669,0.9479680159623015,0.8078877512540813,0.8673605484312925,0.9046898062099589,0.7875509492800884,0.935029745886068,0.9288039764523814,0.9354006216487258
cg07188551,0.9716845248839854,0.08329702914933912,0.9498783345763544,0.9566916413271036,0.9717150335277267,0.9301097009235906,0.9576479175477999,0.9613772159994147,0.8242344741176291,0.914080389199734,0.9548479273841342,0.9639404168617607
cg26252958,0.9094052060232396,0.368520626923801,0.9285745918822532,0.9332939019253196,0.9313715243312638,0.9145593925997256,0.9183214919787315,0.9183068779418829,0.9003946494395296,0.9148422208417819,0.9193704103984821,0.9304183238584759
cg06706029,0.8559417987955689,0.35244820058831006,0.857789980349775,0.8914028592016028,0.9053226258132616,0.8430425345161416,0.8739665714403828,0.8597567482464521,0.859248193711663,0.8863053266232139,0.8632955138836891,0.8906516611575369
cg13394713,0.9542637126973732,0.2961043336919989,0.9116562292307827,0.9330592419449513,0.9603767206930718,0.8545148535369216,0.9178785235864613,0.9612874134578419,0.8880403407314861,0.9223781007738978,0.9123978355613845,0.9396508504076162
cg26603598,0.9748047782501719,0.4042047472963751,0.962556088093447,0.983509295287504,0.9759234065865173,0.9720353649822353,0.9700918844278568,0.9742222568257142,0.9760873271952025,0.9672802135406999,0.9567568014631183,0.968420795177708
cg05201777,0.9338565022421524,0.14475360265363618,0.9189033189033189,0.9144280357301688,0.9074996540749966,0.8514213915501806,0.9175026778718789,0.9320753403785818,0.7564251489915933,0.8702448401456899,0.8727757974140671,0.8849793739383645
cg11809342,0.9625906348409459,0.0563471767925135,0.9450616148010926,0.9401947905796257,0.9771878071377441,0.9193054060444699,0.9555120559822236,0.9631814726941568,0.7638660591439101,0.9375858960077563,0.9386462457079655,0.9588410725324685
cg23743708,0.941007303846618,0.29698727970207334,0.8467633719690247,0.9665536352176809,0.9595214276964298,0.8899716989989994,0.8990665122255767,0.9497174937910218,0.9745893774450025,0.9541957463654918,0.9489395812455665,0.9611480768960361
cg25437005,0.7985162046075752,0.9191602474751179,0.363314447592068,0.8698474939595768,0.9041789847873702,0.7925192728657086,0.6968021235440409,0.840461633371689,0.8891785844832314,0.8464415297233092,0.8804244533618779,0.8909598072777989
cg19811231,0.8305177366004449,0.96332248629696,0.3712471525145489,0.8603628031539359,0.972538009125677,0.8449094958159781,0.7202560456017277,0.9664319009963545,0.9388471513451491,0.947687173455173,0.9098339347454807,0.9243322522901074
cg26304744,0.938496220516964,0.9482597111185774,0.6065791389369211,0.9802790404353441,0.9678796160105863,0.9015115418373464,0.9127873890381896,0.9437389346866002,0.9665225547572862,0.9629522433613065,0.9437409644602915,0.9551855417837907
cg27572854,0.8072829344857518,0.9170099590036468,0.3739020556587501,0.900039596296807,0.9013401391825059,0.8000134683729969,0.6809487122069311,0.8897659258297591,0.9012367239280854,0.8902872546804854,0.8817327508235968,0.8908164529127583
cg27359629,0.6898716032600087,0.9257661143622696,0.13925583243972328,0.8688406160948003,0.9606606218111189,0.4075338956326572,0.5347655342575097,0.524060947067658,0.9292320986794054,0.8472303304571158,0.9106144243311796,0.9006278130970437
cg08012294,0.8347809211382129,0.9247646572659992,0.37396486937514334,0.9574056251437564,0.9651485355026754,0.5984283753585761,0.9311644158155455,0.9498128169769006,0.975567258563229,0.9565038012944505,0.9511479050854983,0.924165402420373
cg11887733,0.590772539503133,0.9414762363760715,0.35022409668236587,0.8534774131339256,0.9451497518884838,0.6568556432710505,0.6621823662773509,0.8650659725616205,0.9491818156258247,0.9331458444593586,0.9386156683476388,0.9413143464716841
cg12047375,0.47952386576578965,0.9756583211652241,0.16315926839395678,0.9073802231077116,0.9607789903787322,0.37965258622589226,0.5509622027526322,0.8852297962973104,0.985997217827483,0.8660310664926472,0.9727788970647712,0.9605976211126184
cg23777479,0.9121117981399953,0.8901729587908498,0.26539493228936634,0.9307077613985405,0.8913187405613769,0.4470697966333329,0.581294605685359,0.8933087982850134,0.8185238945897222,0.8118724890360892,0.6296577025108692,0.8600739742840943
cg15149205,0.9379482682565081,0.9672959153251073,0.5806234052726028,0.9582426028072393,0.9689220485407273,0.8181262239352608,0.8926595858336169,0.9415901227059167,0.9712142395004292,0.9446153892029201,0.9549385288650866,0.9528363385975395
cg07627628,0.6053741308556987,0.9694854788709291,0.25066456077493077,0.9688225730105009,0.9671449298036147,0.4346157140937267,0.5080622667210597,0.6462943981521416,0.9690347202608094,0.9388801537110183,0.944343731703664,0.9655677926964069
cg24379742,0.8523628630800646,0.9301801412529872,0.2976609204877826,0.8583561672315487,0.960186776210439,0.48608717407482216,0.47342096882579204,0.8496750637342567,0.9524925926358214,0.8720705272230278,0.9279693384089402,0.9386002232955839
cg00944599,0.8013245033112583,0.9275771488072699,0.18064876957494408,0.8008129328543387,0.9207162645218946,0.3443754313319531,0.5628909328981317,0.840935133461107,0.8088320871460861,0.9093517418814727,0.8854653687977854,0.9093913043478261
cg15001636,0.5858895705521472,0.8378498109130199,0.4355018735549709,0.8987384669920471,0.916165744192937,0.6127197223960408,0.689078314226311,0.7491691058580533,0.8364147522733641,0.8772998336276665,0.8086628805940623,0.8875376779960503
cg13680246,0.9274710590938553,0.9604411107042348,0.6055452347521371,0.9209911681290148,0.9356004526171273,0.7580472220459451,0.8697602099296509,0.9222037257897575,0.9657628529073317,0.9522642374482948,0.9393640147883686,0.9539758403041558
cg12761472,0.6647184796672909,0.8046827739375763,0.39512355227679996,0.792878526660932,0.8149103788603964,0.6143081540524503,0.6276690497829351,0.6100464205687026,0.9022079138333472,0.6758844622171881,0.8375762781552449,0.8608974653231546
cg00843117,0.9340331238180429,0.9636540548782013,0.6937964214907114,0.9212889967863813,0.9719212180255746,0.8761334385866167,0.851523595511019,0.9472925736807671,0.9778584974221278,0.968003078190733,0.9643927439088786,0.971753333271193
cg17964575,0.9127971270839119,0.9493833977851434,0.39785949703155854,0.822991659297154,0.9455684942016281,0.8061564630092278,0.7348625335443049,0.8937085953896178,0.9225967606831389,0.9379269258810194,0.8748400576023155,0.890462552577986
cg26950756,0.9780959595876287,0.9857141498653412,0.59721971253313,0.8587931877689646,0.9845962752198603,0.780642412013461,0.7460109318465056,0.9675797270028064,0.9827341202086302,0.9638010094752597,0.9740840824398185,0.9794578428538813
cg07880190,0.9473625675439471,0.9177750239878786,0.502339814238174,0.9388954072966058,0.951070183309888,0.660609760808559,0.8927546083121439,0.9507279580838233,0.9494932696503601,0.945398387689272,0.9207395309096695,0.9217115071759152
cg26129027,0.6201183173723761,0.7774648191727238,0.4237788378534139,0.8235435331258316,0.7130128321582835,0.8355612231208024,0.7406415993634556,0.7191723293168291,0.7395484164018856,0.8889326677935925,0.6724085720036401,0.6930889248010937
cg15683542,0.8880281836547811,0.9445619606666021,0.2998643496946871,0.7498665744600614,0.9269888812903757,0.5439944318140691,0.5465607017527425,0.9003545442827552,0.9352741159253157,0.8965735971155715,0.9203596222560904,0.9043758934057268
