cpg,d_GSE51057,d_GSE51032,concordant_strong,mean_abs_d
cg00136822,-0.6489705276906722,-0.7007156043439453,True,0.6748430660173088
cg00141162,0.2155105857005232,-0.6901916176738631,False,0.4528511016871931
cg00143809,-0.7603902064010275,0.3507867875276461,False,0.5555884969643368
cg00144425,-0.3376688185134016,-0.003775541294243594,False,0.17072217990382257
cg00147943,-0.5688918423272091,0.18334943460952816,False,0.37612063846836863
cg00149213,0.8419801179417606,-0.22988110887836913,False,0.5359306134100649
cg00150245,-0.3034683640324727,0.21252217135947984,False,0.25799526769597625
cg00150520,0.024371118046821814,0.20029535334041124,False,0.11233323569361653
cg00154950,0.05414876643816968,0.4550715655562411,False,0.25461016599720543
cg00157012,-0.26934929037180955,-0.22535514494249415,False,0.24735221765715185
cg00164282,0.247271683125097,-0.18312657865628298,False,0.21519913089068998
cg00164583,-0.03738091899995431,0.2676260268433474,False,0.15250347292165087
cg00164997,-0.019642929111151914,-0.5179564062507608,False,0.26879966768095637
cg00166234,2.6223227739338606,0.38905898746110723,True,1.5056908806974838
cg00166343,0.07151000839609659,-0.08604236356157395,False,0.07877618597883526
cg00167158,-0.7915439552240198,-0.5969855956567763,True,0.6942647754403981
cg00168191,-0.2428109697895848,0.17350430073053083,False,0.20815763526005782
cg00171729,0.09003990341964319,0.5338524139276619,False,0.31194615867365255
cg00172074,-0.4226770719408306,-0.11416746149095282,False,0.2684222667158917
cg00172603,0.09326853082032521,-0.16361191461907443,False,0.12844022271969982
cg00183886,-0.8864586498998811,-0.02957691793586651,False,0.4580177839178738
cg00187503,-0.5606307987180121,-0.2393110019113429,False,0.3999709003146775
cg00192220,0.01518361944694962,-0.0201401167602438,False,0.017661868103596712
cg00195796,0.547777891147623,-0.21973844522349642,False,0.3837581681855597
cg00199519,-0.32426169077509465,-0.034994909877366594,False,0.17962830032623062
cg00200645,-0.2813587704037079,-0.22996814832494186,False,0.2556634593643249
cg00206063,-0.11449949264317937,-0.2967417487407813,False,0.20562062069198034
cg00208218,0.4320800332049041,0.06399487970333398,False,0.24803745645411907
cg00211625,-0.11085912332113271,-0.4238923550125434,False,0.26737573916683804
cg00212786,-0.33501430286200967,0.2541731259917254,False,0.29459371442686755
cg00213668,-0.6869739143514355,0.13845847954456927,False,0.4127161969480024
cg00216138,-0.03436480515383634,-0.26490992261528384,False,0.1496373638845601
cg00222625,-0.36689357953010804,-0.5844833876086886,True,0.4756884835693983
cg00225623,0.4250531060781931,0.1905357913293183,False,0.3077944487037557
cg00229257,0.2962072543860348,0.5994735015408171,False,0.44784037796342596
cg00232092,-0.39373531684024854,-0.043833924887193766,False,0.21878462086372116
cg00232402,0.0013420316496359451,-0.42192969163527194,False,0.21163586164245393
cg00238318,0.05126535769056209,-0.054007623296754535,False,0.05263649049365832
cg00240653,-0.2660804541572426,0.23507317801392866,False,0.25057681608558563
cg00242035,0.3683413561879135,0.061473625827673274,False,0.2149074910077934
cg00245885,-0.16616068326893008,-0.5118751441958587,False,0.33901791373239437
cg00247963,0.4457516597258231,0.2296068576966954,False,0.33767925871125926
cg00249032,0.12896004621065868,-0.022505241685360503,False,0.07573264394800959
cg00249974,-0.2927952035870799,-0.05636611654195557,False,0.17458066006451772
cg00255726,0.34330899829024786,-0.17428069030127513,False,0.2587948442957615
cg00257775,-0.046269440902995354,-0.12111547321959942,False,0.08369245706129738
cg00263619,-0.16041868605471224,0.14744946755038052,False,0.1539340768025464
cg00265360,-0.08770243818182523,-0.8044654346363627,False,0.44608393640909394
cg00266566,-0.5263518180624689,-0.9864425680796632,True,0.756397193071066
cg00268644,-0.8117475706704358,-0.270300642425529,False,0.5410241065479824
cg00280812,-0.6824951799648983,0.08685306379856575,False,0.384674121881732
cg00281100,0.003551003149013826,-0.5039429454144413,False,0.25374697428172754
cg00281977,-0.18086781213024256,-0.12409913543007345,False,0.152483473780158
cg00285317,-0.6451968989916935,-0.34115353568571277,True,0.4931752173387032
cg00287536,-0.30484464856147425,-0.38888216484544036,True,0.3468634067034573
cg00287915,0.023002264269617618,-0.15130502920450198,False,0.0871536467370598
cg00302521,0.26706624562570097,-0.2188308961526166,False,0.24294857088915878
cg00304959,-0.27849775893733913,-0.06497702209023469,False,0.17173739051378692
cg00308914,0.27377996924037984,-0.3057151000942373,False,0.28974753466730857
cg00311883,0.5514908622987038,0.09085079506904509,False,0.3211708286838745
cg00318947,0.10049726322847628,0.04584576244625347,False,0.07317151283736488
cg00320288,-0.3082792481397303,-0.10675871688608185,False,0.20751898251290607
cg00325139,-0.5556689032533177,-0.23095488162569475,False,0.39331189243950626
cg00325381,-0.29563230636144383,0.09172335000835444,False,0.19367782818489915
cg00325491,-0.12692874138678129,0.2934983502974987,False,0.21021354584214
cg00325531,0.2540113807343808,0.09440795335024185,False,0.17420966704231133
cg00331101,0.6553470005403875,0.228874339370252,False,0.4421106699553198
cg00335219,-0.6005131195369845,-0.4160661889528356,True,0.50828965424491
cg00339740,0.04401584864029012,0.16961020080253852,False,0.10681302472141432
cg00344422,-0.4630236636266044,-0.3538116243559663,True,0.40841764399128533
cg00344445,0.001264028674319513,-0.44513720611242696,False,0.22320061739337324
cg00355699,-0.32637877755743044,-0.05436920218796012,False,0.19037398987269527
cg00356694,0.2790790275077425,-0.1335385873985488,False,0.20630880745314564
cg00359423,0.3724260933831779,-0.5095377666968649,False,0.4409819300400214
cg00360761,0.7393622597100595,-0.6405388080206377,False,0.6899505338653487
cg00362657,-0.004155543224947757,-0.023409995019001616,False,0.013782769121974686
cg00362818,-0.06371616555831476,0.006389653417657493,False,0.035052909487986124
cg00363080,-0.4025670070458632,0.545723552202457,False,0.4741452796241601
cg00363813,0.728770471173751,-0.23294178845638228,False,0.48085612981506665
cg00366413,0.03618752885499592,-0.24343656483478726,False,0.1398120468448916
cg00370106,-0.14649090363836767,0.4832347452935631,False,0.31486282446596536
cg00375025,-0.03172804502452246,0.1520838852799714,False,0.09190596515224693
cg00375608,-0.10553024914106626,-0.08428383944123266,False,0.09490704429114946
cg00381974,-0.39817772483362873,0.7626661487619923,False,0.5804219367978105
cg00387964,0.23769864488816467,-0.20653537216969878,False,0.22211700852893174
cg00400165,-0.5256294278020691,-0.14945409619500843,False,0.3375417619985388
cg00405112,-0.08367219761099177,0.3468808638999776,False,0.21527653075548467
cg00412294,0.05908346205824287,-0.06370893005271455,False,0.06139619605547871
cg00415057,-0.3439770646128578,-0.44173122626920663,True,0.39285414544103225
cg00421645,-0.1998281361195122,0.3657980084683934,False,0.2828130722939528
cg00428709,-0.04084479084806941,-0.06262374728416621,False,0.05173426906611781
cg00435692,-0.8411356028453761,0.24699833665230841,False,0.5440669697488423
cg00437360,-0.1200133995011112,-0.3944728286386502,False,0.2572431140698807
cg00437411,-0.48946907184259625,-0.04135708976811414,False,0.2654130808053552
cg00438740,-0.06061208991495146,0.12266675721089361,False,0.09163942356292254
cg00440980,-0.31477996591252266,-0.07429042858849971,False,0.1945351972505112
cg00442389,-0.7377281676080149,-0.1659107242514805,False,0.45181944592974765
cg00447208,-0.28006622501088396,-0.474765508890114,False,0.377415866950499
cg00448868,0.45600600657462337,-0.015810822214466985,False,0.23590841439454519
cg00449000,-0.07750126333143145,0.0029958720760401795,False,0.04024856770373582
cg00449021,-0.09556236409271497,0.01225943661076852,False,0.053910900351741745
cg00450164,-0.04221431676422756,0.01709403500697509,False,0.029654175885601326
cg00452882,-0.6877358039554156,-0.07332359688704931,False,0.38052970042123246
cg00456892,0.1486242818903181,-0.5352388179047632,False,0.34193154989754065
cg00458927,-0.6765458241835894,-0.1465173196693606,False,0.41153157192647505
cg00459816,-0.844529819747007,-0.15716617293125956,False,0.5008479963391332
cg00461650,-0.7815178514199168,-0.07331095371807907,False,0.42741440256899793
cg00463982,-0.12053633529485996,-0.21484844640368791,False,0.16769239084927395
cg00469083,-0.23749447615648078,-0.5381522570926353,False,0.387823366624558
cg00470044,-0.318731582267491,-0.20347422700415818,False,0.2611029046358246
cg00473045,-0.3160979945044937,0.10707854195741562,False,0.21158826823095467
cg00475131,-0.5704424763767395,0.17562913022695642,False,0.37303580330184793
cg00476955,0.06328644275698869,0.05149995785789924,False,0.057393200307443965
cg00487187,0.39205621544178315,-0.2443759290727162,False,0.3182160722572497
cg00491064,-0.185979771432975,0.003709421569913476,False,0.09484459650144424
cg00491523,-0.123532440281901,0.0955393915792201,False,0.10953591593056056
cg00494556,-0.3391695694165261,0.06532968928300299,False,0.20224962934976454
cg00498816,-0.9701125469413207,0.07787224613051474,False,0.5239923965359177
cg00500789,-0.6416502641800195,-0.13047855741999229,False,0.38606441080000586
cg00502099,-0.04664005758306966,-0.1646932543466848,False,0.10566665596487723
cg00507815,-0.15162785153204647,0.5225390552289584,False,0.33708345338050244
cg00510718,0.5545191063701234,0.20009965430697302,False,0.3773093803385482
cg00512404,0.44164266064089847,0.11720909138652214,False,0.2794258760137103
cg00513941,-0.652809583236328,-1.5857308216639163,True,1.1192702024501222
cg00514575,0.0872041970527525,0.07395523225392218,False,0.08057971465333734
cg00516870,-0.6206497128157108,-0.5246493600752026,True,0.5726495364454567
cg00520408,-0.4185836373542306,-0.17025017719498958,False,0.2944169072746101
cg00521850,-0.20058270006169135,0.0013613865688488537,False,0.1009720433152701
cg00524220,0.7408407605887152,0.30473766702240423,True,0.5227892138055596
cg00532399,-0.1400343828634584,-0.1119213530037303,False,0.12597786793359433
cg00535514,0.014115899930715046,0.16687585086623835,False,0.0904958753984767
cg00542261,-0.4037675316823687,0.16052032329188234,False,0.2821439274871255
cg00543840,-0.32561365382253227,0.3560579902248186,False,0.34083582202367546
cg00547103,-0.49037780472990894,-0.6473586590670396,True,0.5688682318984742
cg00552087,-0.2638940538431675,0.049015956893676466,False,0.156455005368422
cg00555816,-0.2622505794598352,-0.31454593767181754,False,0.28839825856582635
cg00558804,0.6668658400140405,0.05485778640183583,False,0.36086181320793814
cg00561854,-0.11197767678000325,0.10642797420707639,False,0.10920282549353982
cg00566297,-0.5221444165582151,-0.21348411601985276,False,0.3678142662890339
cg00569276,0.6532179901028247,0.08289091633376271,False,0.36805445321829366
cg00571747,-0.6918838289397898,-0.4848951647805315,True,0.5883894968601606
cg00572966,0.1516840895782335,0.33967957509806435,False,0.24568183233814894
cg00577167,-0.15831097823374868,0.3723982476297471,False,0.2653546129317479
cg00579036,-0.010014815340766817,-0.8115237092005632,False,0.410769262270665
cg00582337,0.019823844283113772,0.28329283689275453,False,0.15155834058793416
cg00582562,-0.1606057981623789,-0.4625247183841604,False,0.31156525827326964
cg00584026,-0.4598586572818035,-0.617053978693383,True,0.5384563179875932
cg00587301,-0.18027416172536256,0.18718044770910774,False,0.18372730471723514
cg00588393,0.158345291643589,-0.10949469881704096,False,0.13391999523031498
cg00590639,0.07245674154807935,-0.10921178729221138,False,0.09083426442014536
cg00592315,-0.4872298828248148,0.07128073240926751,False,0.27925530761704115
cg00596833,-0.6778419369397748,-0.5912427062074416,True,0.6345423215736081
cg00599850,-0.23035265910485864,0.051460081880811366,False,0.140906370492835
cg00602416,0.26661656043401105,0.2856637454820311,False,0.2761401529580211
cg00607627,-0.04660228434103346,-0.03337246429464253,False,0.039987374317838
cg00610577,0.025549372216850944,-0.2732720494752372,False,0.14941071084604407
cg00612751,-0.1805967558836965,-0.12597518070627323,False,0.15328596829498486
cg00618087,-0.6191315698676634,0.03067292606261199,False,0.32490224796513767
cg00619207,-0.47817017744721696,-0.6092196246853873,True,0.5436949010663021
cg00622170,-0.31119605126627337,-0.21648262338192742,False,0.26383933732410036
cg00622516,-0.051390780238619656,0.12243294484621589,False,0.08691186254241777
cg00626702,-0.2912867618305289,0.3107704773182531,False,0.301028619574391
cg00630080,-0.8908133511082859,0.3771813900525699,False,0.6339973705804278
cg00636427,0.25605437579224544,-0.48127681017124185,False,0.3686655929817436
cg00638021,-0.79719129076116,-0.28534710872410657,False,0.5412691997426333
cg00643814,-0.4452294083865953,0.45249656975271035,False,0.44886298906965283
cg00646621,-0.3366352921570508,-0.35074817575183775,True,0.3436917339544443
cg00661485,0.5958996722573626,-0.11002221551182165,False,0.35296094388459215
cg00666105,0.3180140826578955,-0.3900341022682501,False,0.35402409246307276
cg00666124,0.20867737705066383,0.10187726578038928,False,0.15527732141552655
cg00681462,0.025898606315069503,-0.11265216589593413,False,0.06927538610550182
cg00682096,0.018700913954852065,0.2644784105998195,False,0.1415896622773358
cg00685614,0.025067209959619516,-0.09897345270650648,False,0.062020331333063
cg00686083,0.41875447276564287,0.18760408768783882,False,0.30317928022674084
cg00695265,-0.5986766592202022,-0.3111344494460125,True,0.4549055543331073
cg00695982,-0.42013311262034997,-0.2261658911817393,False,0.32314950190104463
cg00697672,-0.1698119872988961,0.5700088134599218,False,0.369910400379409
cg00697916,-0.1547363083086244,-0.3558022358401006,False,0.2552692720743625
cg00701064,-0.06639283860771424,0.2078281744240038,False,0.13711050651585902
cg00702417,0.11011550700143959,0.16851112090254278,False,0.13931331395199117
cg00703902,-0.3840379675620053,-0.9483187234658002,True,0.6661783455139028
cg00707814,0.1741365859109895,-0.28941175239625677,False,0.23177416915362314
cg00713400,-0.7906695010101668,0.09829586523921056,False,0.44448268312468864
cg00715197,-0.1113901582037896,-0.06383472441064084,False,0.08761244130721521
cg00718036,-0.36196911274349997,-0.06309999636024323,False,0.2125345545518716
cg00724315,0.4967684293933772,-0.09120828633751227,False,0.29398835786544475
cg00725777,0.14640003798739992,-0.4470751412593706,False,0.29673758962338526
cg00730887,-0.2287723100361234,-0.13736129963000038,False,0.18306680483306187
cg00741954,-0.9761787557407086,-0.5291903379878238,True,0.7526845468642662
cg00742587,-0.01968118788706183,-0.5055093285255741,False,0.26259525820631796
cg00747922,-0.3483502826083011,-0.5370085074708294,True,0.4426793950395652
cg00747975,0.34220778055878703,-0.07669824992289931,False,0.20945301524084317
cg00754027,0.6783849265566942,0.017248617432742662,False,0.34781677199471844
cg00757207,0.14551398569499663,-0.6440803029435477,False,0.39479714431927215
cg00759427,-0.11324373615098766,-0.4322317478200521,False,0.27273774198551987
cg00761859,,-1.6599928019401025,False,
cg00762678,0.11512363533297829,-0.1946251300043531,False,0.1548743826686657
cg00764217,-0.5643157674423401,-0.04963524899464424,False,0.3069755082184922
cg00765705,0.3173252756988544,-0.18864838393348485,False,0.2529868298161696
cg00765737,0.5873206140315768,-0.5656673926093755,False,0.5764940033204762
cg00767000,-0.4539582637509595,-0.51965710487677,True,0.48680768431386473
cg00768487,-0.27611704950039534,-0.22412973907341982,False,0.25012339428690755
cg00769161,-0.9500661813176928,-0.6291463451482198,True,0.7896062632329564
cg00773370,-0.32485602278280146,-0.4083588912169094,True,0.3666074569998554
cg00776174,0.10747918503327873,-0.09949330118553468,False,0.10348624310940671
cg00782690,-0.5053415010221793,-0.10086623462952213,False,0.30310386782585075
cg00788312,0.25832280229901705,-0.601762362905461,False,0.43004258260223904
cg00793843,0.009069090187329844,-0.04490964672641292,False,0.02698936845687138
cg00795205,-0.9183811602565627,-0.8862649643524131,True,0.9023230623044879
cg00796302,-0.2288211473704178,0.19335960835340976,False,0.21109037786191379
cg00799826,0.5958981129084504,0.5491928143454056,True,0.572545463626928
cg00804354,-0.10275237478813817,-0.3781096965265256,False,0.24043103565733187
cg00806644,-0.3941024384243853,0.024077976730874185,False,0.20909020757762975
cg00808492,-1.0383425120093177,-0.294280480143179,False,0.6663114960762484
cg00812096,-0.7912532880016762,0.1288859628722702,False,0.46006962543697316
cg00815177,-0.6247272978667823,0.04230459619907755,False,0.3335159470329299
cg00816037,-0.29408319133354194,-0.3140346844450307,False,0.3040589378892863
cg00829990,0.12086353371348252,-0.14484380288610618,False,0.13285366829979434
cg00832105,-0.9442892692510834,0.0559430060505725,False,0.500116137650828
cg00837832,-1.0075998048453123,-0.33634056307416565,True,0.671970183959739
cg00841988,-0.01938025056312223,-0.2694829239879976,False,0.14443158727555994
cg00842122,-0.9950485106161783,-1.1489567086994934,True,1.072002609657836
cg00842582,0.416102324921928,0.20637209360762818,False,0.3112372092647781
cg00847221,-0.984850180846337,-0.010133435860173639,False,0.49749180835325535
cg00850332,-0.824169060433405,-0.3342569940557874,True,0.5792130272445962
cg00852964,-0.5174209188250398,-0.48497655904268094,True,0.5011987389338604
cg00854273,-0.05342583674069769,-0.18009606141904375,False,0.11676094907987072
cg00858840,-0.1317632360256017,-0.7015305439740831,False,0.4166468899998424
cg00859858,-0.6137049750016292,-0.3834220740397923,True,0.49856352452071073
cg00861010,-0.5367405574745447,0.04261531828762855,False,0.28967793788108664
cg00863716,-0.3969898884344746,-0.4884502295086659,True,0.44272005897157024
cg00864618,-0.32145920141496914,0.2479772189733471,False,0.2847182101941581
cg00866541,-0.5947020513736027,-0.08038235722266504,False,0.33754220429813386
cg00869668,0.6071890287793653,-0.39002171530730345,False,0.4986053720433344
cg00870778,-0.2772791720908243,-0.054961681966277855,False,0.1661204270285511
cg00871207,-0.2569046099362344,-0.022623303505069497,False,0.13976395672065195
cg00872532,-0.03804256191031639,-0.27477481585991015,False,0.15640868888511328
cg00872683,-0.35365107077909164,0.12940689227422816,False,0.2415289815266599
cg00873953,-0.6518103979424319,-0.06434618162899243,False,0.35807828978571216
cg00874605,-0.2241508307619832,0.4107299618406108,False,0.317440396301297
cg00880290,-0.1228604455000025,0.08362272616676178,False,0.10324158583338214
cg00884805,0.034901510989162735,0.11667416307603605,False,0.07578783703259939
cg00898480,-0.41031163237507834,-0.5411355122377559,True,0.47572357230641715
cg00899907,0.13706341940035374,-0.34137605825206974,False,0.23921973882621173
cg00902153,0.2147821457640172,-0.14856313718386643,False,0.1816726414739418
cg00902464,-0.298096568438965,-0.27187663323627537,False,0.2849866008376202
cg00903584,-0.25373632526982637,-0.15253687917599262,False,0.2031366022229095
cg00907272,-0.23486507135957532,-0.00014182767994568919,False,0.11750344951976051
cg00909094,-0.23165231580922277,0.05355483664637373,False,0.14260357622779823
cg00916635,0.48278428320947825,0.01659355886183828,False,0.24968892103565826
cg00916899,-0.10371122599463087,-0.2590282289169635,False,0.18136972745579716
cg00917373,-0.9762900308914362,-0.30682714362284463,True,0.6415585872571404
cg00921266,-0.059076327403247024,-0.2716407343197116,False,0.1653585308614793
cg00928596,-0.0845183870860861,-0.14007267493888015,False,0.11229553101248313
cg00928816,-0.6399403316227762,-0.01157571996153379,False,0.325758025792155
cg00932141,-0.7956113764647857,-0.36252951000367617,True,0.579070443234231
cg00933443,-0.9306465636343121,0.0208854736591563,False,0.4757660186467342
cg00936935,-0.736130048172475,-0.6254940642002537,True,0.6808120561863643
cg00943287,1.03412206084623,0.5234248929523595,True,0.7787734768992948
cg00960147,-0.3781321058288565,0.02438939678765332,False,0.2012607513082549
cg00963378,0.1403389015416532,-0.1892533462125895,False,0.16479612387712134
cg00974944,0.13791354717627893,0.025316605673234304,False,0.08161507642475661
cg00977842,-0.42699442381553576,-0.7400021507072655,True,0.5834982872614006
cg00980649,-0.37075651495416606,-0.5197613070050948,True,0.44525891097963044
cg00980904,-0.7723704646373974,0.009056991543826415,False,0.39071372809061194
cg00983904,0.3969866337897342,-0.04934240777135469,False,0.22316452078054444
cg00984967,-0.8712774848001756,-0.36409745147036254,True,0.6176874681352691
cg00988056,0.5585840972741193,-0.2000459203366415,False,0.3793150088053804
cg00992348,-0.16051880261662088,0.14214223301453052,False,0.15133051781557572
cg00994306,0.4405467361819509,0.07354108694963794,False,0.2570439115657944
cg00994616,-0.3232140829689141,-0.27960906073732494,False,0.3014115718531195
cg00994629,0.08140039230329811,-0.3579648040022773,False,0.2196825981527877
cg00994717,-0.14916166156426577,0.142500362925928,False,0.14583101224509687
cg00995854,-0.16705921073025176,-0.1454671786504741,False,0.15626319469036293
cg01005211,0.3525330111648392,-0.18416180757801992,False,0.26834740937142953
cg01006587,-1.113172903380516,-1.0210578782636432,True,1.0671153908220796
cg01009920,-0.0051962078882158615,0.2829437965068031,False,0.14407000219750948
cg01012445,-1.209029008850726,-0.10129271404823567,False,0.6551608614494808
cg01015401,-0.23054013135632362,-0.3384187778432673,False,0.28447945459979546
cg01017395,-0.5835828280780204,0.17614975928464338,False,0.3798662936813319
cg01019643,0.15419889682071014,0.010389931418632928,False,0.08229441411967153
cg01020840,-0.7930242591477998,-0.4379504699398849,True,0.6154873645438423
cg01021952,-0.5744077767429395,-0.22714007813354514,False,0.40077392743824236
cg01032675,0.26091703037926983,-0.4943098731943867,False,0.37761345178682826
cg01035170,0.05401939190109976,0.06126131467993241,False,0.05764035329051609
cg01035931,0.01943958694127081,0.004508173393318466,False,0.011973880167294637
cg01040782,-0.5480674489158956,-0.18251714962800672,False,0.36529229927195117
cg01041405,0.15792772332263819,0.002323773319345466,False,0.08012574832099183
cg01045337,0.06152623745646014,0.167436901348312,False,0.11448156940238606
cg01051098,-0.387670291788747,-0.31452228861166065,True,0.35109629020020383
cg01051524,-0.4799422612125096,-0.004123208913111065,False,0.24203273506281034
cg01051583,-0.4629726038592293,-0.26361051354492626,False,0.36329155870207774
cg01053766,-0.10244706305966397,0.7420145464718451,False,0.42223080476575453
cg01054110,0.264904554181973,0.14255055834820474,False,0.20372755626508887
cg01058360,-0.08092472015827876,-0.38443320145778076,False,0.23267896080802974
cg01062942,-0.6537678761056269,-0.30735837123199305,True,0.48056312366881
cg01066220,-0.10186920547681437,-0.02702529678162228,False,0.06444725112921833
cg01068601,-0.21421240268538458,-0.18436799263067097,False,0.19929019765802777
cg01069104,0.9195383050822977,0.2664879593961566,False,0.5930131322392271
cg01070161,0.455284117279579,-0.10114018346336494,False,0.27821215037147196
cg01070987,-0.8693984731211397,-0.29875219970892075,False,0.5840753364150302
cg01075459,-0.16124556579124472,0.31259778067851623,False,0.23692167323488048
cg01076838,-1.1472305415865336,-0.11001985794676933,False,0.6286251997666514
cg01083093,1.2801535677648925,0.8208641027431678,True,1.0505088352540302
cg01084215,-0.2188481545047178,0.35922982864511227,False,0.289038991574915
cg01086369,-0.3999523509580366,-0.730841305475551,True,0.5653968282167938
cg01087925,-1.0742020005783675,-0.21799910430417682,False,0.6461005524412722
cg01089914,0.4760912007143131,-0.0829714774722069,False,0.27953133909326
cg01093854,-0.21028715284809374,-0.07481411020903396,False,0.14255063152856384
cg01095004,-1.1182845564886996,0.04313698287716358,False,0.5807107696829316
cg01096199,0.12409151729903288,-0.005703432222769908,False,0.0648974747609014
cg01097872,-0.6282314458180158,0.01920812582112803,False,0.32371978581957195
cg01119135,-0.4930448460171102,0.04064242283273802,False,0.2668436344249241
cg01120369,-0.8611760985362138,-0.27113326413711814,False,0.566154681336666
cg01126699,-0.35779696746554157,0.4243915150770231,False,0.39109424127128234
cg01129641,-0.17431086017134922,-0.21431379858596633,False,0.19431232937865778
cg01133215,0.017190251083410716,-0.3069197190892284,False,0.16205498508631955
cg01134758,-0.1430379611726243,-0.4811699500833713,False,0.3121039556279978
cg01138020,0.3443822897705572,-0.2559509882269002,False,0.3001666389987287
cg01144086,0.39124778079180655,0.44674784352941815,True,0.4189978121606124
cg01146539,-1.1664901519922666,-0.4849769785322722,True,0.8257335652622694
cg01147727,-1.119914096294198,-0.6678615248912109,True,0.8938878105927044
cg01149192,0.30068588947648467,-0.2583243204184376,False,0.27950510494746117
cg01152726,-0.03804939371147553,-0.4253331126187638,False,0.23169125316511965
cg01154353,-0.7308602485319408,-0.0449736487534456,False,0.38791694864269316
cg01154721,0.10162980573151767,0.18366484104068834,False,0.142647323386103
cg01157280,-0.6908756774152671,0.21761863045658444,False,0.4542471539359258
cg01162224,-0.025432053745185864,-0.1813079443160422,False,0.10336999903061403
cg01166685,0.3146083808338245,-0.26885737180498426,False,0.29173287631940437
cg01172419,-0.10617423617040248,0.40059816148529304,False,0.25338619882784774
cg01176516,0.07741433765443234,-0.19260833514063536,False,0.13501133639753385
cg01178188,-0.38891599390973386,0.02627623988656723,False,0.20759611689815055
cg01180479,0.012869500680663845,-0.41262846150676213,False,0.21274898109371299
cg01189072,-0.5105014041243804,-0.6903994701599868,True,0.6004504371421836
cg01192077,0.3070850118789036,-0.0615056985218658,False,0.1842953552003847
cg01195545,0.21416885343726302,-0.10924666398669222,False,0.16170775871197762
cg01201482,0.28408922835311967,0.1705817257332985,False,0.22733547704320908
cg01202639,-0.33520206548098264,-0.2998641329938424,False,0.3175330992374125
